,LINK,CLASS,CONTENT
348,1,1,"hi guys please my android photo editor download. thanks https//playgooglecom/store/apps/detailsid=combutalabsphotoeditor.
"
349,0,0,"the first billion viewed this because they thought it was really cool, the other billion and a half came to see how stupid the first billion were.
"
350,1,1,"i love this so much. and also i generate free leads on auto pilot you can too! http//wwwmyleadergatecom/moretraffic.
"
351,1,1,"http//wwwbillboardcom/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 vote for sones please. we're against vips. please help us.
"
352,1,1,"hey guys! please join me in my fight to help abused/mistreated animals! all fund will go to helping pay for vet bills/and or helping them find homes! i will place an extra emphasis on helping disabled animals, ones otherwise would just be put to sleep by other animal organizations. donate please. http//wwwgofundmecom/angels-n-wingz.
"
353,1,1,"http//psnbosscom/ref=2tggp3pv6l this is the song.
"
354,1,1,"hey everyone. watch this trailer! http//believemefilmcomhlr=h2hqbuvb.
"
355,1,1,"check out my rapping hope you guys like it https//soundcloudcom/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork and follow and message me.
"
356,1,1,"subscribe pleaaaase to my instagram account i'll subscribe back http//instagramcom/cyrineghorbel.
"
357,0,1,"hey guys! visit my channel pleaase i'm searching a dream.
"
358,1,1,"nice! http//wwwbarnesandnoblecom/s/bdpcsrftoken=i9tixe8cnkcosoqkemgjlu5uwv6nsxsosort=ddsize=90csrftoken=89iyec7nrwp5nytno5u7amhvmflutggldref=5094keyword=bdpstore=ebook.
"
359,1,1,"http//wwwtwitchtv/daconnormc.
"
360,0,1,"hey guys this is glamour beauty! i just started my youtube channel please go check it out! i'm going to post singing videos and also random videos that i fell like! please go to subscribe! more to come soon! remember to subscribe.
"
361,0,1,"hey guys! my mom said if i got 100 subs before christmas i'll get a kitten and i always have wanted an kitten so please watch my videos and if you like it subscribe or like. please no mean comments.
"
362,1,1,"https//wwwfacebookcom/photophpfbid=543627485763966l=0d878a889c.
"
363,1,1,"https//wwwfacebookcom/photophpv=4483179854075set=vb1727483389type=2theater.
"
364,1,1,"https//soundcloudcom/artady please check my stuff; and make some feedback.
"
365,0,1,"take a break from katie and help me reach 100 subscribers this month! new music and free downloads.
"
366,0,1,"subscribe me please.
"
367,0,1,"check out my covers i have a video coming out please subscribe.
"
368,0,1,"subscribe to my channel.
"
369,0,1,"hey guys. i am a very small youtuber i upload videos nearly every single day. i once hope to be like shikas so can you please give 2 mins of your life to view this channel. and my new video is on how to watch all the anime for free. and i am pretty sure you wont regret visiting this channel. thank you.
"
370,1,1,"http//wwwrtbfbe/tv/emission/detailthe-voice-belgique/toutes-les-auditions/auditiondetailemissionid=3873id=342 please join me to the voice liked and shared it please to win more audition score. thanks so much.
"
371,0,1,"katy perry will you sit on my face please. it would be really awesome and i'll give you 5 dollars. ok if you want to do this then please call me and subscribe to my channel first ok thats good and then you sit on my face and ill get an erection then you sit more k.
"
372,1,1,"is in top 10 in youtube top views on 9 is miley cyrus: http//wwwgooglero/urlsa=trct=jq=esrc=ssource=webcd=1ved=0cb8qfjaaurl=http3a2f2fenwikipediaorg2fwiki2flistofmostviewedyoutubevideosei=oq3yu9dwc8l4yqoyo4goawusg=afqjcngkm-idplal6kuvkoekvgdtt2jvlqsig2=onqzzad3q3cmnbe9nml4gabvm=bv73231344dbgqcad=rja.
"
373,1,1,"http//wwwamazoncom/knight-dawn-cursed-daniel-n-ebook/dp/b00mppqhri/ref=sr17s=digital-text3bie=utf83bqid=14081226843bsr=1-73bkeywords=knighttag=wattpad-20 some people are very talented but some are more talented but there is no sponsor.
"
374,1,1,"i really love this video. http//wwwbubblewscom/account/389088-sheilcen.
"
375,1,1,"hi guys! check this awesome edm house mix. thanks a lot. https//soundcloudcom/soundhase/edm-house-mix-2.
"
376,0,1,"hiya i just started youtube and it would mean a lot if some of you could subscribe and watch my first videoxx.
"
377,1,1,"watch maroon 5's latest 2nd single from v it was always you wwwyoutube. com/watchv=tq046fuau00.
"
378,1,1,"help please! http//wwwgofundmecom/rjanimalcare.
"
379,1,1,"http//wwwmediafirecom/download/yvovhafsv5qzzqo/videorar download and make money today.
"
380,1,1,"http//wwwebaycom/itm/131275322914sspagename=strkmeselxittrksid=p3984m1555l2649.
"
381,1,1,"scriptdocumentwrite'a target=""self"" href="" http//roverebaycom/rover/1/710-53481-19255-0/1icepff3=1pub=5575096797toolid=10001campid=5337555197customid=bogdan+grigoreipn=psmainicepvectorid=229508kwid=902099mtid=824kw=lg""check this out new arive on ebay/aimg style=""text-decorationnoneborder0padding0margin0"" src="" http//roverebaycom/roverimp/1/710-53481-19255-0/1ff3=1pub=5575096797toolid=10001campid=5337555197customid=bogdan+grigorempt='+mathfloormathrandom999999999+'""'/scriptnoscripta target=""self"" href="" http//roverebaycom/rover/1/710-53481-19255-0/1icepff3=1pub=5575096797toolid=10001campid=5337555197customid=bogdan+grigoreipn=psmainicepvectorid=229508kwid=902099mtid=824kw=lg""check this out new arive on ebay/aimg style=""text-decorationnoneborder0padding0margin0"" src="" http//roverebaycom/roverimp/1/710-53481-19255-0/1ff3=1pub=5575096797toolid=10001campid=5337555197customid=bogdan+grigorempt=cachebuster ""/noscript.
"
382,1,1,"i votekatyperry for the 2014 mtv vma best lyric video! see who's in the lead and vote: http//onmtvcom/ut15kx.
"
383,1,1,"https//wwwfacebookcom/pages/d8aad8add985d98ad984-d8a7d8acd985d984-d8a7d984d8a7d985d988d8b3d98ad982d989-music/674732645945877.
"
384,0,1,"hello! i'm marian, i'm a singer from venezuela! i was part of a boy-girl band named cubik, and i'm now singing on my own 'cause i wanted to play my own pop and pop-rock songs. it would mean a lot if you could have a look at my channel to check my music and watch my new video! and if you like, subscribe to it! xoxo thanks! ps: if you like a lot my channel, you can share it with your friends! haha! marian.
"
385,0,0,"katy perry does remind me of a tigerlike as if its her spirit animal.
"
386,0,0,"in what south american jungle or any jungle for that matter do you find an african elephant and a bengal tiger in the same place. who made this video.
"
387,1,1,"http//9gagcom/gag/aavpwj9/.
"
388,1,1,"ima rapper trying to get notice please check out my mixtape datpiffcom/mixtapes-detailphpid=633807.
"
389,0,0,"its a good song and i like her video clip, because its a bout a girl that her airplane crashed on a land far far away. and she found the way to survive! and i love the pet tiget too kitty purpy lol.
"
390,0,1,"help me click on the subscribe mai nguyen, thank you.
"
391,1,1,"even without make up she is still hot http//ukeonlinecom/eolimages/entiresite/2012430/reg1024katymkupmh053012jpg.
"
392,0,0,"thanks to this video we know that nokia phones can survive a plane crash.
"
393,1,1,"http//wwwbubblewscom/news/6401116-vps-solutions.
"
394,1,1,"the treu detective alternate ending! http//wwwfunnyordiecom/videos/d15fb87973/true-defectives.
"
395,1,1,"the new makeup transformation with integrated look-a-like feature now available in ver 113! do you know who you look like? install or update your version of makeup transformation https//playgooglecom/store/apps/detailsid=comyourelinkmakeuptransformation or visit google play.
"
396,0,0,"she named the tiger kitty purry no, seriously, she did, check the video.
"
397,0,0,"perfect.
"
398,0,0,"and after the video ends, a 13 ft. boa constrictor squeezes her to death.
"
399,0,0,"should not have paused the music, this is a clip, not a movie.
"
400,0,1,"hi! d! we re twin melody 17 year old twins. we did some covers! we did a cover of birthday by katy perry! please just take 1 second and watch it! thanksmercigraciasdankeobrigadograzie xx have a nice day! d.
"
401,1,1,"nicee! sabrosura viva https//soundcloudcom/yerki-elinmigrante/yerki-myb-move-your-body.
"
402,0,1,"hey guys go to check my video name ""growtopia my story"".
"
403,1,1,"http//shhortcom/ar=hupweh5ab.
"
404,0,1,"yay i am the 11th commenter! if your crazy please donate bitcoins to me at: 1fhenqx1twqm153v2ptayiejnealahzvem.
"
405,1,1,"http//shhortcom/ar=g8ix5ctkd.
"
406,0,0,"i love this song, its for empowering every woman. ""youre gonna hear me roar"".
"
407,0,0,"this song makes me want to drink bleach.
"
408,0,0,"if she really did this there she's hardcore.
"
409,1,1,"http//shhortcom/ar=jt2ufxhxc.
"
410,0,1,"follow me watch my videos. follow me watch my videos follow me watch my videos follow me watch my videos follow me watch my videos follow me watch my videos follow me watch my videos.
"
411,0,0,"i'm sorry katy perry, i was being weird. i still love you.
"
412,0,0,"i'm not a big fan of the song but this video is awesome.
"
413,0,0,"katy perry just stop it and don't do a song i don't like it.
"
414,0,1,"go to my channel and check out my written songs.
"
415,1,1,"like gorlin-goltz syndrome support community, you are not alone. https//wwwfacebookcom/gorlingoltzsupport.
"
416,0,1,"subscribe and you are gonna hear me roar.
"
417,0,0,"in my opinion i think you look better with black hair then blond hair.
"
418,0,0,"i loved, she is amazing. omg your eyes.
"
419,1,1,"please help me give my son a grave. http//wwwgofundmecom/bishopsgravemarker or please just share it on your fb page, i do not have one anymore.
"
420,0,0,"you gonna hear me roarrrr.
"
421,1,1,"follow me--- https//twittercom/f0llowshoutouts.
"
422,0,0,"i will finish this dissertation! and i will laugh in its face when i finish! roaaarrr =3.
"
423,0,0,"she's an old whore.
"
424,1,1,"please share and help to my friend! http//wwwgofundmecom/jormis thank you very much.
"
425,0,0,"roaaaaarrrrrr.
"
426,0,0,"this looks so fun and it's a good song.
"
427,0,1,"check out our vids, our songs are awesome! and that i guarantee.
"
428,0,0,"i love you katy.
"
429,0,0,"i loved it so much because you get to stand fear.
"
430,1,1,"click for itunes code http//shhortcom/ar=0laviqu2b.
"
431,0,1,"katy perry is and inspirational singer her voice is awesome and i loved her so much she achieved music history and i couldn't believe that guys if you could take 1min to go to my channel and watch my first video i would be greatly thankful for this. ty guys n katy is still awesome xoxo.
"
432,1,1,"hi guys i sell jack daniel's hard back cover case for iphone 5 5s 5c 4s 4 6'' old time with only 3 dollars on ebay: http//wwwebaycom/itm/251638183951sspagename=strkmeselxittrksid=p3984m1555l2649.
"
433,1,1,"https//mfacebookcom/storyphpstoryfbid=764484966942313id=754989901225153ref=stream gf.
"
434,0,1,"subscribe to me.
"
435,0,0,"346 so cute.
"
436,0,0,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and she's more beautiful suddenly, and the dude practically vanishes.
"
437,0,0,"roar is without a doubt your best song. feel good song with a message for everyone. good job katy.
"
438,0,0,"the great mother of the jungle. sweet and natural. i like her videos.
"
439,1,1,"http//wwwaaasorg/tech-i/voteview/25874/2177367 vote sheldon please guys. give it 5 stars. thanks in advance.
"
440,0,0,"katy has conqueror's haki.
"
441,0,1,"can you check my videos please? don't hate me. give me one oportunity.
"
442,1,1,"wow very nice congrasulation i live so much http//enprothom-alocom/sport/news/53331/zimbabwe-a-team-due-in-dhaka-wednesday.
"
443,0,0,"there is 7 bilion poeple on earth now stop being dumb.
"
444,0,0,"i love this shit but i disliked it because it's sucks.
"
445,1,1,"hey guys i really want to go to a katy perry concert so i am in this contest where i need a lot of likes and i am loosing. so please if you could like this picture it would be very nice, thank you i really want to go to her concert. https//wwwfacebookcom/exagdl/photos/a9368685796602841073741943111719098841907/937732262907249/type=1theater.
"
446,0,0,"this video is very inaccurate, a tiger would rip her face of.
"
447,0,1,"great video by a great artist in katy perry! admire her creativity! check out our channel for no nonsense mobile tech reviews and comparisons as well as an iphone 6 and 6 plus review and comparison.
"
448,0,0,"are those real animals.
"
449,0,1,"hey guys! can you please subscribe to my channelbecause i'm gonna filming a video so hope you guys like it and thank you so much for you're support! xoxoleah.
"
